ChargeState,Wavelength,ExpIntensity,ExpIntensityUnc,TheoryIntensity
1,19.24965355329319,1292.2565817935877,32.60173981320319,1324.3325312795544
2,27.23345594024852,2753.597769316809,54.57561818356717,2581.055936068562
0,26.20836638394835,7465.187364499905,82.25467311016887,10402.62392625665
1,11.271873961228346,1355.9246627758016,33.26728871321522,2591.886880059428
3,9.74000524963427,234.7907686667073,16.524422880520618,727.4172689373125
4,17.086750168835557,1175.4637191155048,32.07684634198227,1013.6635712647854
0,19.07237425279225,3581.681740918465,61.35069323780012,4892.471310900628
0,14.448479199884709,1052.8895889971684,29.89623888200371,1730.794914332954
1,4.074638204096618,189.96512655835383,12.881259154446887,576.6715139531054
0,20.25265750156827,105.5223549245618,9.776967135323739,149.73882826018072
0,5.155877169339762,233.04477961068227,14.094127195492408,901.2273126807073
2,21.40051627266694,654.5492348707066,26.93474172864631,603.3071289145155
3,13.433952211400932,4998.3011497750185,75.547273509677,9134.062640753029
4,10.885014822684784,1186.8244422321413,32.28226382635662,2044.238290809807
0,14.827481517340106,2058.873207067829,46.683700203792526,3123.328162440925
2,26.91030439036598,6817.104180588241,80.69525393342941,6311.00222211768
3,3.1881305518717222,2877.154157561261,55.29574834163749,12077.358734018986
2,8.700209266829134,2292.504740131523,50.992573733321684,4803.842242011593
2,26.87596824163254,244.66594394936354,16.405433107763333,222.73642974482462
0,27.0005537222798,129.33807089530706,11.536375660566279,169.97417570609332
4,8.851558116174825,90.64265347015422,9.699826739172543,180.0270255977653
3,29.934064103756562,153.6231226456884,11.616428878203177,184.7842703554531
4,7.184850153282835,2503.4920136385836,53.45445785623198,5219.919079080495
2,21.10717166590458,1017.2656848083183,35.75094545144606,1003.4645699396847
0,12.085681147809263,4454.994171148192,68.8030837657131,10376.683386079529
3,20.44274872085053,1936.6876766843905,43.85173358973743,2671.3676207560893
2,24.503831913005715,498.35607633709054,22.19351289509587,475.7337364711839
0,27.109996917399318,504.74091111711357,20.537869672388307,653.55079544103
4,2.7345071704387327,45.592308652716895,6.636433218133803,125.42256226394915
3,18.634992598781395,293.91538084389373,16.079456020112218,406.500329343252
3,23.960425920887864,422.6833645618512,22.07562773618854,633.5201907128413
2,21.438384545704796,1068.6760908925141,33.959313543188216,990.5007679055934
4,19.99452089119118,2659.055356929095,47.986368865137294,2284.8685669603474
3,3.453414659128921,378.47143505972014,19.882950691240456,1493.259340419368
4,3.0955952440241736,128.92606691912601,12.865029364231304,384.9062126952616
1,9.256002981323554,96.18328904694359,8.82951611646783,224.25929922644136
0,29.18346564259342,2701.0238656271026,51.87200831564415,3598.2957696745375
1,17.20466687288298,3000.173385599511,51.96224646279364,3143.1243906435443
2,18.74973161223352,152.42976664917018,11.989554188270922,132.07444001898114
1,19.60438869426384,8469.011588543093,88.26683734955051,8784.046057717973
0,11.826308834935478,111.91065107659603,10.453962870926475,296.175674437132
3,25.910815947109715,244.81105201090074,17.83882067353779,365.31172625510914
4,20.872918108404615,547.1242728585636,21.27001120137563,483.98745710099774
0,23.17071791083854,5779.411601273653,77.97291548765266,8114.92040583853
2,3.9500312293563993,142.96294873852435,11.872029685379868,449.36375478910657
2,28.04011057123045,200.51970337150644,15.500438123495563,190.97081966744113
2,10.751725197502397,3784.655928816424,59.873086930803474,6934.002708046519
3,4.238921890993796,116.86926724077286,9.971773755412121,445.39763982316776
1,28.6289084498705,496.82990088657675,22.61837259515375,525.5230707117493
3,6.51905809289744,62.69460364917243,7.440150791586943,201.93838958151596
4,15.342456915910288,5223.804883238915,68.81328211524092,4967.842724444999
3,8.638117376207042,39.094164576355325,6.206230574664198,142.9762789311574
1,27.576011021816555,2065.080819995653,42.97607932776355,2151.618885949737
2,2.36455813541681,1044.0776656605076,33.79083318831598,3061.500984934861
4,10.347141246594923,523.1091928449546,24.947935324490164,935.2546124455481
0,4.711412183080304,473.6085948940445,19.629058587258402,1844.4124438640063
0,27.834330297188668,173.5531507316085,12.511106509388252,263.5400974414538
3,24.2383032103788,4053.6773686711945,68.28308283919058,5531.85796450285
0,24.120785903370443,360.4904719749822,20.683956214082293,534.281956505779
2,9.90054263746698,97.75872015291164,9.75190115526132,186.33378264081512
0,28.29122880997067,105.4662129731338,10.58106808519517,145.89946630136302
4,7.639542087035654,1431.4603716697397,34.66338931473498,3092.277575125604
0,13.588238039680846,158.5482197055884,11.864507729352756,277.5160262322752
2,21.463194250498873,3021.0309476516304,54.95593265687194,2797.4325141256954
2,6.599272739687496,75.66845740510145,8.637549789122623,185.72333648955615
3,21.52961125059487,3975.9120960197283,64.33201672452748,5505.088301584828
0,29.19379097505803,475.72595349448164,23.12232642036322,639.1047278445809
3,8.314683476301983,576.3983797648991,26.479154559086233,1964.2937895549678
0,26.730752028770407,1180.8106912484332,37.40600376942372,1766.8092682002025
3,13.227868260593072,1059.374385365712,34.993999699668265,1989.1692669206936
1,24.00015752155687,510.0035023929139,22.914963822232252,529.2376086442496
0,10.74279910509789,682.741575569699,25.85651957083639,1820.7279140975934
4,5.749656276016138,77.47765990786816,7.993464769482321,169.72035787302744
