ChargeState,Wavelength,ExpIntensity,ExpIntensityUnc,TheoryIntensity
3,16.781018942451993,562.1285330915987,25.085456152519892,551.8930049845867
1,27.747921353306417,815.020303136096,31.753437964925517,460.3062115847567
1,22.718061033935356,2358.601390334884,47.456811301702096,1381.8767543332892
0,15.068352160804537,560.1230763626578,22.57838839219636,420.6739560999503
2,19.287108626877163,194.07232077223586,13.379289798035256,245.98493593968584
1,27.771735169237232,8502.501657674304,101.54989766633696,4693.967579754075
4,11.177259061435816,1233.0081703735689,32.91517267404198,1311.7047839812865
1,9.427637038814872,145.00344416971873,12.68716590044324,233.577926563074
1,20.756237014357637,8034.177489306304,90.38079945771206,4595.62353766087
3,7.030526992652032,1881.844975979846,45.00302981532731,5116.009446775927
3,9.318834799600538,102.10942746208462,9.989727838244091,219.92183479507656
0,17.32761058854056,2916.23727441647,56.89410148152817,1737.6045164958118
1,8.637383224962663,1043.060262252776,32.950705850462626,1633.5318942477556
0,6.4917436213426924,140.34986571520295,11.022472005991219,244.8214322445211
1,14.481050204635869,513.9900797650174,23.586331206530676,439.9373435634856
1,3.706351523530305,36.56120688520019,7.142882036343069,103.94566031805182
0,26.606320150205953,9171.75923862207,104.23048217993251,4880.378112643634
4,23.65649801478025,2755.2283821267333,49.4417922321936,1215.7306576736246
4,10.171468382148134,438.6143740927176,19.862966570878417,467.7974522296427
1,14.260650672989987,2259.139170298073,42.83184454497535,1979.7468667692558
2,11.225957657221453,2485.556246050872,52.11522334857671,7295.223150490212
2,7.556508902065876,3600.078213575312,64.522570826004,12932.23688876508
0,6.354787541910258,2477.7949285420455,44.674337200506066,4346.731030780303
3,7.147203425534509,504.14770381075436,22.403817125815326,1383.04700123897
2,4.693857972253792,47.89577761439429,7.539760554231603,221.76838148867185
2,17.148706423383402,2011.1765179884505,42.21370490787548,2677.0081977796576
0,8.09613342876633,86.23312054648514,8.700954157107743,137.33683511178626
3,8.117097218231656,419.2937727947392,19.12930816757765,1071.2968637437161
1,25.116971195299065,200.65561092961963,13.28460934310224,113.53135432105654
4,8.638128961369866,440.7736372015569,19.518455678302466,547.1775958119158
0,6.310671576644159,142.1660088460929,13.063457370088413,275.20805795153615
2,11.372142068108309,72.40005204545805,8.877720210688093,248.10599538682052
3,28.562585230326025,3317.893636972807,56.65555239569875,2770.8286960455644
0,3.521520978615576,234.9795203417986,15.806810032299376,477.59755342417884
0,2.5511282724030933,241.7738648303163,16.495279899650782,580.6651011301828
4,26.044868817823787,9142.760919435648,101.09665778122819,3851.6087008468044
2,26.449095488960825,207.17050939839268,13.629875387240816,270.6385488128963
2,10.05778580809605,3834.7686286648227,58.97166240056458,12061.07891264062
2,3.7977916167333334,310.73160789793366,16.04916425580616,1328.5157809113446
2,11.55525934593473,855.8737889189352,26.647419595543546,2469.1422661835218
1,23.6868969855759,362.7263225814617,19.288942361924303,207.0171411223633
2,16.976891048224545,2219.44932039344,42.27300809330654,3001.596452884937
2,13.379747509570496,416.2723390195343,22.50975912098271,960.3859087133569
0,27.189901343716116,5164.210314407153,71.7802671244366,2722.587620229015
1,18.70269707903524,1093.7596774604408,29.901568334933362,620.0434435821376
1,15.507470752431427,376.8341523815463,19.57091526878949,267.63648687624294
3,23.96593246989031,1706.8768995974517,42.6655063529924,1452.9254976940808
3,5.364235842286138,2972.5862852673463,53.40439342564159,8603.348762314388
1,6.924287655856924,3261.8243068756315,59.70655129058342,5981.463674508677
3,13.050038285790258,636.6886158413076,24.495364647789625,1080.7112149930103
2,12.449347773149247,260.29970776253947,17.288455562534146,746.3652021165926
